model,year,kilometers,engine,price,description
Toyota Corolla,2020,63318,Gasolina,11950,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : AZUL ¡VEHÍCULO EN CAMINO! TOYOTA COROLLA LE 2020 PRECIO: $11,950.00 (01–7846). Para mayor información puede comunicarse al por medio de llamada o WhatsApp. Enlace pagina web: CARACTERÍSTICAS: Arranca. Llave presente. Bolsas buenas. 63,318 millas actuales. Mandos al timón. Conexion bluetooth . Paquete electrico. Pantalla touch. Cámara de retroceso. Transmisión automática. Motor 1.8 L de 4 cilindros. PRECIO: $11,950.00 FUERA DE ADUANA. PARA MAYOR INFORMACIÓN COMUNICARSE AL TELÉFONO O WHATSAPP: / . #sedan #importaciondevehiculos #carros #ventadevehiculos #venta #importacion #ventacarros #TOYOTA #toyota #toyotacorolla #toyotacorolla2020 #ToyotaCorollaLe #toyotacorollale #CorollaLE #corollale #corolla"
Nissan Sentra,2014,134213,Gasolina,7000,"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Sentra SL Sport, en excelente estado, cambio de aceite de caja hecho hace 3 meses y el de motor 1 mes, amortiguadores traseros y pastillas de freno traseras están nuevos, amortiguadores delanteros se cambiaron hace 4 meses mas pastillas delanteras de freno. Suspensión super suave, Las 4 llantas tienen 95% de vida."
Mazda 3,2010,89600,Gasolina,5000,"Color : azul Se vende: carro Mazda 3, año 2010, sedan automatico de 4 puertas, gasolina 4 cilindros, 89,600 millas, recien revisado, precio poco negociable $5,000.00"
otros + Datsun 120 Y 1979,1979,0,Gasolina,3750,"Precio negociable: si Color : Verde En excelente condiciones carro Datsun 120 Y 1979 motor en excelentes condiciones, no gasta agua ni aceite,no calienta, motor cequito.carro recien pintado, excelente tapicería, radiador nuevo, batería nueva.manual de 4 velocidades .super económico. solo personas serias que les guste lo clásico y exclusivo $3,750 negociable contactar sr. Manuel por whatsapp. se muestra en quezaltepeque."
Hyundai Accent,2011,136000,Gasolina,5475,"Financiamiento: no Precio negociable: no Color : Celeste cielo DESCRIPCIÓN CALIFICACIONES SEGURIDAD ejecutivo vende el vehiculo de su esposa y madre de familia, Hyundai Accent 2011 version importado, full extras como vidrios electricos, espejos electricos, viseras con luz, cierre central, copas originales, cdplayer de fabrica con auxiliar y ipod, mandos de audio en timon, con cableado y conexion para power y sub woofer, aire acondicionado, power steering, caja automatica, motor economico 1600 con opcion ECO, tapiceria higienica y en buen estado. Todos sus mantenimientos como aceite de motor, caja, bujias estan al dia asi como las 3 fajas y termostato. Tiene alarma generica solo de activar. Es un vehiculo bien cuidado, mantenido, sin daños. Actualmente asegurado por $6,700. Es un vehiculo bueno, confiable ya que no necesita gastos, reparaciones y le rendira para minimo 10 años mas. Lo vendo no por necesidad sino para comprar algo mejor y mas grande para mi esposa. Leer bien: 1.Muestro zona cerca a metrocentro S.S. 2. Por favor no perdidas de tiempo , solo muestro a personas con dinero en mano. 3. Negocio solo para personas de El Salvador. 4. Acepto cambio por Sentra o Accent 2015 a 2017 mas ribete con precio razonable no sobrevalorado. 5. Precio $5,475 FIJOS SI INSISTE EN REBAJA PERDERA TIEMPO ya que no tiene que gastarle y su excelente estado. 6. Mensajes solo mensajes en whatsap"
Nissan Juke,2014,100000,Gasolina,7799,"Precio negociable: si Color : Gris Motor 1.6 Automatica 4 puertas A/C 65,000 millas"
Toyota Corolla,2022,23427,Gasolina,21800,"Garantía: Garantía de fabrica restante. Precio negociable: si APROVECHE! VENDO SEDAN TOYOTA COROLLA L DE AGENCIA F/E, 23427 KILOMETROS, AÑO 2022, MECANICO O ESTANDAR 6 VELOCIDADES Y 1 DE RETROCESO. PERFECTO ESTADO. COLOR: ROJO MICA."
Hyundai Accent,2020,36000,Gasolina,11800,"Color : Azul Accent 2020 Transmision Manual Excelente opcion muy eficiente en el consumo de combustible por su motor 1.6, apto para trabajo y uso personal. Tiene 36000 millas, consultas en el whatsapp . Precio $11800 Tiene todas las Bolsas buenas, Pantalla tactil con radio Bluetooth, mandos al timon, camara de reversa, aire acondicionado,sistema electrico, motor y caja intactos."
Scion xB,2006,274890,Gasolina,5000,Precio negociable: si Color : Azul 5000 negociables automático aire acondicionado a revisar detalles como todo carro usado whatsap
Toyota Tercel,1993,120000,Gasolina,3900,"Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD SE VENDE TOYOTA TERCEL 93, MOTOR RECIEN AJUSTADO, BATERÍA NUEVA, CON GARANTÍA, DISCO DE CLUTCH NUEVO, AIRE ACONDICIONADO FUNCIONANDO, RESTAURADO EN PINTURA Y ENDEREZADO, PINTURA DE TABLERO Y TAPICERIA DE PUERTAS, CARROCERÍA ORIGINAL, COPAS Y LODERAS DE LA MARCA TOYOTA. DETALLES A SOLVENTAR PRONTO: TIMON COMPLETO JUNTO CON LA PIEZA QUE CUBRE EL LLAVIN, TAPICERÍA GENERAL, BOTON QUE ABRE LA GAVETA. DETALLES MUY MÍNIMOS Y MUY POCO A INVERTIR, A LOS CONOCEDORES DE VEHICULOS SABE LA FIDELIDAD DEL TERCELITO CLÁSICO MOTOR 1.6 SUPER ECONÓMICO"
