model,year,kilometers,engine,price,description
Hyundai Elantra,2018,78000,Gasolina,9900,"Precio negociable: si Color : AZUL $9,900.00 poco negociable, se acepta vehículo a cuenta! Pantalla con cámara de fábrica, rines especiales, mandos la timón, todos sus sensores, a toda prueba! Tiene 78,000 millas. Traspaso directo! Mayor información llamar"
Ford Focus,2007,200000,Gasolina,3000,"Garantía: Como es visto no hay garantía Color : Gris Plata DESCRIPCIÓN CALIFICACIONES SEGURIDAD Ford Focus 2007 sedan 4 puertas automatico. En buen estado, bien cuidado."
Hyundai Accent,2011,131000,Gasolina,5900,"Precio negociable: si Color : Celeste cielo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo Hyundai Accent 2011, versión importado, de uso actual en mi familia, vidrios y espejos eléctricos, cierre central, stereo de fabrica con CD, USB , entrada auxiliar, iPod y control al timón. Recién cambiadas fajas de motor, aceite de caja y mantenimiento al día comprobable. Motor 1600 con Eco, caja de velocidades automática. Es un vehículo minuciosamente cuidado, mantenido, no le falla nada, no le cuelga nada, no esta roto nada, muy bien desinfectado y lavado con vapor en su tapicería. Aire acondicionado con recarga y limpieza de sistema hace poco incluyendo filtro de cabina. Llantas en buen estado incluyendo la de repuesto. Alarma genérica instalada solo de activar y conseguirle control. Vehículo con póliza de seguro actual con opción de ser transferido. Una sola compraventa con documentos al dia. Lea bien: 1) Solo efectivo no cambios ni ribetes 2) No intermediarios ni revendedores 3) Precio negociable pero no ofertas absurdas ni aprovechadas, si lo hace perderá tiempo. 4) negocio solo para público en El Salvador 5) Muestro alrededores de Metrocentro San Salvador a personas con dinero en mano listas para hacer traspaso en la zona 6) No contesto llamadas solo mensajes via Wasap 7) precio es porque se encuentra en buen estado mecánico, super mantenido, vehículo que no debe gastarle sin sorpresas sin fallas , que no lo dejara, que no tiene nada derrengado, roto o quebrado, solo de subirse y que le permitirá sacarle lucro en los próximos 7 años sin problema alguno."
Nissan Sentra,2018,73000,Gasolina,8700,"Financiamiento: no Precio negociable: si Color : Negro Motor 1.8L Midnight Edition $8,700 Mantenimientos de motor y caja al día Versión Midnight Edition Opciones de manejo ( sport,eco,normal) Pintura original perlada Bolsa de copiloto Aire acondicionado de fábrica Transmisión automática (CVT) Tapiceria original Conectividad Bluetooth Mandos al timón Sonido envolvente de 6 bocinas Traspaso directo e inmediato WhatsApp o llamada al , disponible solo para venta. Se muestra en Puma los Héroes, Puma Escalón y Puma Gran vía."
Ford Fiesta,2015,80000,Gasolina,5700,"Precio negociable: si DESCRIPCIÓN ARTÍCULOS CALIFICACIONES SEGURIDAD Vendo Ford Fiesta 2015 SE, Motor 1.6 Súper Económico, Transmisión Automática, Todas las Bolsas Buenas, Pintura en Perfecto Estado, Tapiciera en Buenas Condiciones, Mantenimiento al Día, Cero Códigos, Motor y Caja a Todo Tipo de Prueba, Suspensión y Dirección al 100%, Mandos al Timón, Bluetooth. Precio Negociable, Transpaso Directo."
Mitsubishi Galant,2003,1456,Gasolina,3900,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Beige vendo mitsubishi galant 2003 bien cuidado pintura 9 de 10 tapicería 9 de 10 llantas bien enteronas automático corre bonito con mofle motor 2.4 vidrios eléctricos cierre central parrilla thulé CD player aire acondicionado quema coco bolsas de aire buenas forros en los asientos no tira humo ni gasta aceite ni refrigerante power estering rines especiales baúl espacioso tarjeta ami nombre traspaso directo todo legal nada de esquelas lleva discos nuevos de frenos terminales nuevos y batería nueva muestro en paseo Venecia unicentro soyapango o plaza mundo pido 3,900 negociable puede verlo sin compromiso puede traer su mecánico de confianza luces buenas cero check engine todos sus marcadores buenos carro de uso familiar nunca me a dejado tirado carro fiel solo gente seria en comprar no pérdidas de tiempo no ofertas absurdas ni coyotes"
Nissan Versa,2018,0,Gasolina,7600,Precio negociable: si Color : Negro Nissan Versa 2018 SV Motor 1.6 Automático Aire acondicionado Vidrios y espejos eléctricos Cierre central con control Todas las bolsas buenas Mandos al timón Tel.
Toyota Corolla,2020,72668,Gasolina,12950,"Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : NEGRO ¡VEHÍCULO EN CAMINO! TOYOTA COROLLA LE 2020 PRECIO: $12,950.00 (01–1135). Para mayor información puede comunicarse al por medio de llamada o WhatsApp. Enlace pagina web: CARACTERÍSTICAS: - Arranca. - Llave presente. - Bolsas frontales buenas. - 72,668 millas actuales. - Mandos al timón. - Conexion bluetooth . - Paquete electrico. - Pantalla touch. - Cámara de retroceso. - Transmisión automática. - Motor 1.8 L de 4 cilindros. PRECIO: $12,950.00 FUERA DE ADUANA. PARA MAYOR INFORMACIÓN COMUNICARSE AL TELÉFONO O WHATSAPP: / . #sedan #importaciondevehiculos #carros #ventadevehiculos #venta #importacion #ventacarros #TOYOTA #toyota #toyotacorolla #toyotacorolla2020 #ToyotaCorollaLe #toyotacorollale #CorollaLE #corollale #corolla"
Kia Rio,2017,82300,Gasolina,9500,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Gris Plata DESCRIPCIÓN CALIFICACIONES SEGURIDAD MECANICO, DE AGENCIA Y CON MANTENIMIENTOS ACTIVOS, MOTOR 1.2, GASOLINA, 54 KM POR GALON, 5 VELOCIDADES, 82,300 Km (COMPROBABLES); TAPICERIA NITIDA; AIRE ACONDICIONADO, NUNCA CHOCADO, UN SOLO DUEÑO; MOTOR Y FUNCIONAMIENTO EN PERFECTAS CONDICIONES. TEL/WHATSAPP:"
Kia Forte,2017,73000,Gasolina,8900,"Garantía: Como es visto no hay garantía Financiamiento: no Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD KIA FORTE 2017 S FULL EXTRAS TODAS LAS BOLSAS BUENAS AIRE ACONDICIONADO RINES ESPECIALES LANTAS NUEVAS PANTALLA TACTIL / CÁMARA MOTOR 2.0/ 4 CILINDROS / AUTOMÁTICO / -PRECIO $8,900 NEGOCIABLE"
