model,year,kilometers,engine,price,description
Nissan Sentra,2014,134213,Gasolina,7585,"Financiamiento: no Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Sentra SL Sport, en excelente estado, cambio de aceite de caja hecho hace 3 meses y el de motor 1 mes, amortiguadores traseros y pastillas de freno traseras están nuevos, amortiguadores delanteros se cambiaron hace 4 meses mas pastillas delanteras de freno. Suspensión super suave, Las 4 llantas tienen 95% de vida."
Hyundai Accent,2016,60000,Gasolina,7800,"Financiamiento: si Precio negociable: no Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD RECIEN IMPORTADO, TODAS LAS BOLSAS BUENAS , SOLO 60 MIL MILLAS REALES , MANDOS AL TIMON , ESTA EN EXELENTE ESTADO. $$ 7800 de contado somos importadora directa. favor solo interesados en hacer negocio. credito. 1500 de prima , cuota mensual 300 se muestra taller por mercado san miguelito. previa cita. lunes a viernes por las tardes y sabados por las mañana. favor escribirnos por cualquier consulta."
Toyota Corolla,2018,50000,Gasolina,11500,"Financiamiento: si Precio negociable: si Color : Negro EN EXELENTE ESTADO , CAJA Y MOTOR , SOLO 50MIL MILLAS REALES , PANTALLA, CAMARA , TAPICERIA EN EXELENTE ESTADO, PINTURA EN EXELENTE ESTADO, 11500 NEGOCIABLES. SOMOS IMPORTADORA DIRECTA. FAVOR SOLO PERSONAS INTERESADAS EN HACER NEGOCIO. PRIMA $$ 3500. PAGO MENSUAL 300 SOLO SE MUESTRA EN TALLER POR MERCADO SAN MIGUELITO PREVIA CITA DE LUNES A VIERNES DE LA 1 PM EN ADELANTE Y SABADO SOLO POR LAS MAÑANA. ESCRIBANOS POR CUALQUIER CONSULTA Y UBICACION"
Mazda 3,2013,93000,Gasolina,5700,"Financiamiento: no Precio negociable: si Color : blanco Vendo Mazda 3 año 2013, motor 2.0 , grande y potente pero hace 46 a 48 kms por galon version Skyactive. Sistema de asistencia de frenado en bajadas. Vidrios electricos, power steering, caja secuencial de 6 velocidades, aire acondicionado fabuloso, tapiceria limpia e higienica, parlantes Bosse con cdplayer de fabrica con entrada para usb, auxiliar , ipod. Mandos en timon. Discos de freno en cuatro llantas. Enorme baul. Presentable, higienico, impecable. Todos sus mantenimientos, aceire de caja y fluidos al.dia. Favor leer y entender: 1. Muestro en centro comercial Metrocentro S.S 2. Muestro solo a personas con dinero en mano, no perdidas de.tiempo. 3. Negocio para personas que vven en El Salvador, intentos de fraude se les dara seguimiento. 4. Precio $5,700 POCO NEGOCIABLE. 5. No cambios, no acepto a cuenta solo efectivo. 6. Es poco negociable. 7. No intermediarios, no revendedores. UNICAMENTE mensajes via whatsapp NO llamadas."
Kia RIO,2014,77000,Gasolina,7550,"Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Kia Rio 2014 Full Extra -Transmisión Automático ATF Secuencial 6Vel. + Retro Nítida (Sin fallas, Sin códigos, Sin fugas, Sin ruidos) -Motor 1.6 GDI (Super económico) -Vidrios y espejos eléctricos -Las 4 Llantas Nuevas -Frenos ABS en las 4 llantas -Solo un año de uso -Cámara de retro nítida -Super espacioso -Aire acondicionado al 100% -Todo en función, sin ningún problema -A toda prueba (Mecánicamente y en calle) -Traspaso directo -Más info al Tel: *Precio Fijo*"
Nissan Sentra,2019,81000,Gasolina,9200,Color : Azul Motor 1.8- Aire acondicionado al 100%- Llave de Proximidad- Rines Originales- 81000 Millas Originales- Bluetooth- etc….. SE ACEPTA VEHÍCULO A CUENTA cualquier información llamar o escribir PRECIO NEGOCIABLE
Kia RIO,2017,73000,Gasolina,8200,"Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Motor 1.6 con modo Eco(súper económico) Aire al Automático Mantenimientos al día Sin detalles, a toda prueba Millaje muy bajo, reales y comprobables WhatsApp"
Nissan Sentra,2008,143500,Gasolina,4800,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Nissan Sentra 2008 en buen estado (9/10). Precio negociable
Hyundai Accent,2016,87000,Gasolina,7900,Garantía: Extensa garantía disponible. Solicitar detalles. DESCRIPCIÓN CALIFICACIONES SEGURIDAD Hyundai Accent ESTANDAR 7V SPORT ESTANDAR 87k millas Reales Todas las bolsas buenas Chasis intacto Suspension MCPHERSON 7 velocidades con asistente de cambio Mantenimiento al día con valvoline. Llantas nuevas 2 Tapicería en excelente estado Venta directa sin intermediarios importador directo
Toyota Yaris,2009,183465,Gasolina,6100,"Garantía: Como es visto no hay garantía Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Bonito Yaris 2009 tipo sedan automático. Vehiculo de uso familiar, 3 años de tenerlo. Carrocería 8/10 Detalles de pintura y estribo derecho con picaduras. Tapiceria interior 10/10 Motor 10/10 Mantenimiento al día. Llantas 8/10 En buen estado con Copas. A/C 7/10 Funciona bien en velocidad 3 y 4 Cierre central. Batería tiene 1 año de garantía aun. Vidrios y espejos manuales. Polarizado nano cerámico 10/10 Traspaso directo. Se muestra en Mister Donut Santa Rosa en Santa Tecla Interesados contactar por WhatsApp y llevar su mecánico."
Honda Fit,2013,167,Gasolina,6700,Precio negociable: si Color : Blanco DESCRIPCIÓN CALIFICACIONES SEGURIDAD Se vende Honda fit 2013. Económico $6700 fijos Traspaso Directo
Nissan Note,2014,0,Gasolina,6000,"Precio negociable: si Color : Celeste Vendo Nissan Versa Not SV 2014 , buen estado llamar al"
Honda Civic,2003,322508,Gasolina,4500,Financiamiento: no Precio negociable: no Color : Gris Metálico DESCRIPCIÓN CALIFICACIONES SEGURIDAD Bonito Honda Civic Aire acondicionado Vidrios Eléctricos Espejos Eléctricos Luces LED Burbujas Rines Especiales Cola de pato Polarizado Caja Estándar Alarma Antirrobo
Hyundai Accent,2002,135678,Gasolina,2700,"Precio negociable: si Color : Dorado metalico DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vehículo en buen estado, todos son mantenimientos al día, esta a toda prueba para su funcionamiento. únicos detalles, no tiene A/C y 2 ventanas eléctricas no funcionan. Puede llevar a su mecánico de confianza. NO ACEPTO CAMBIOS, POCO NEGOCIABLE SOLO ENTREGO EN SOYAPANGO, UNICENTRO SOYAPANGO O PLAZA MUNDO SOYAPANGO."
Hyundai Accent,2010,108140,Gasolina,4200,Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD -Ahorrativo -Sistema de alarma -Sensores de presión de llantas -Estandar -Papeles en Regla
Mitsubishi Lancer,2017,60000,Gasolina,8500,"Precio negociable: si Color : Rojo Solo vendo, no cambio , se muestra alrededores de Chalchuapa y Santa Ana"
BMW 328,2011,91000,Gasolina,5500,"Color : Rojo El baúl no cierra, la manecilla de la puerta del conductor del lado de adentro no abre, detalles estéticos de la tapicería y el botón de radio que no sirve. Todo es estético, lo único mecánico que tiene son los soportes de los amortiguadores que ya requieren cambio pues ya están generando vibración, no lo he hecho porque era mi proyecto arreglarlo poco a poco para dejarlo nítido"
Toyota Yaris,2013,145000,Gasolina,8900,"Financiamiento: no Precio negociable: si Color : Azul DESCRIPCIÓN CALIFICACIONES SEGURIDAD Toyota Yaris 2013 (Estándar de AGENCIA) Motor 2NZ-FE 1.3 CC De Agencia Transmisión Estándar Vidrios y Espejos Manuales Recorrido 145,000 km no MILLAS Cd Player PIONER con Bluetooth y contestador de llamadas Alarma y cierre central Llantas nuevas Marca DUNLOP Aire acondicionado helando Todas sus bolsas buenas nunca chocado Tapicería en perfecto estado Alfombras originales Suspensión y dirección en perfecto estado Amortiguadores delanteros nuevos Pintura en buen estado Ningún check encendido TARJETA A MI NOMBRE Precio $9000 Poco Negociables Para más información"
Kia RIO,2016,160000,Gasolina,7500,Precio negociable: si Color : Gris DESCRIPCIÓN CALIFICACIONES SEGURIDAD Poco negociable A/C en buen estado Paquete eléctrico Automático Motor 1.6 sistema eco Bolsas buenas Cero códigos Mandos al timón Traspaso Directo
Nissan Juke,2014,100000,Gasolina,7799,"Precio negociable: si Color : Gris Motor 1.6 Automatica 4 puertas A/C 65,000 millas"
Honda Civic,2019,59100,Gasolina,12500,"Precio negociable: si Color : Negro Honda Civic, Año 2019, Automático, Cámara retroceso, 59100 millas reales, A/C, suspensión y mecánica nítida, vehículo alegante y confortable."
Hyundai Elantra,2002,241000,Gasolina,3800,Precio negociable: si Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD
Mazda 3,2013,131000,Gasolina,6600,"Garantía: Como es visto no hay garantía Financiamiento: no Color : Gris Muy bien cuidado, vendo por motivo de viaje y que no se usa, pasa guardado, con sus llave original así cómo sus manuales de , más información al para más información, pregunte sin compromiso el precio es algo negociable"
Kia Forte,2016,119000,Gasolina,7900,"Precio negociable: si DESCRIPCIÓN CALIFICACIONES SEGURIDAD CR Imports le ofrece Vehículos a la venta ya reparados o sin reparar. Kia forte 2016 full extra LX ya con placas Motor doch 16v 1.8L Rines especiales Camara de retroceso Aire acondicionado freno de disco las 4 ruedas Millaje 118,000 Llantas al 90% Bolsas de aire todas buenas Precio $7,900 negociable Vehículo que venía con golpe leve Se muestra en gasolinera puma la gloria o puma sobre la juan pablo pregunté sin compromiso por Whatsapp"
Mazda 2,2013,1970009,Gasolina,7200,Color : Beige DESCRIPCIÓN CALIFICACIONES SEGURIDAD Mantenimiento en Grupo Q. Cambio de frenos reciente.
Mitsubishi Lancer,2011,117260,Gasolina,7100,Garantía: Como es visto no hay garantía Financiamiento: no Precio negociable: si Color : Negro Motor 2.0 Cola de pato Evo Bumper frontal Evo Lips laterales Evo Rines especiales STR Silvines estilo Vland Mofle HKS SOLO SE MUESTRA EN SAN SALVADOR
Nissan Sentra,2017,47000,Gasolina,10000,Color : Negro DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo 2017 nissan Sentra con 45 mil mías todo trabaja al porciento no tiene nada malo el caro esta en excelente condiciones yo pido 10000pero se puedo negociar el precio Gracias me Yamo Marcelino mi número de teléfono es
Hyundai Elantra,2016,85000,Gasolina,8500,Financiamiento: no Precio negociable: si Color : Rojo DESCRIPCIÓN CALIFICACIONES SEGURIDAD Vendo 2016 Hyundai Elantra con 85mil mías todo trabaja al porciento no tiene nada malo el caro esta en excelente condiciones yo pido 8500 se puedo negociar el precio Gracias me Yamo Marcelino mi número de teléfono es
